CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
36047028100,Kings,Brooklyn,4882,2130,2752,36.4,6.6,52.6,0.2,2.6,2805,25082.0,9360.0,12889.0,2208.0,52.7,68.8,28.5,34.6,22.2,3.8,10.8,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560,70.4,22.4,7.1,0.0,19.3
36047028200,Kings,Brooklyn,3226,1478,1748,5.6,41.4,0.0,0.0,50.1,2023,41974.0,5858.0,25650.0,4801.0,19.4,25.6,43.0,18.3,23.5,6.2,9.0,19.6,4.7,73.3,0.7,0.5,1.1,54.3,1482,90.4,4.2,5.4,0.0,8.9
36047028300,Kings,Brooklyn,4150,1978,2172,40.7,5.4,51.8,0.3,1.7,2496,32917.0,11228.0,14820.0,2642.0,36.0,55.9,17.3,36.8,29.9,3.2,12.8,10.1,2.3,83.8,2.3,1.5,0.0,41.6,1434,79.4,18.8,1.8,0.0,22.5
36047028400,Kings,Brooklyn,3662,1986,1676,10.8,54.0,1.3,0.0,33.5,1956,51849.0,6661.0,23484.0,2350.0,20.9,31.4,28.2,24.7,15.7,17.5,13.8,14.4,9.2,61.0,11.3,0.8,3.4,48.2,1626,84.0,12.7,3.3,0.0,13.8
36047028501,Kings,Brooklyn,293,205,88,36.9,56.0,7.2,0.0,0.0,262,84861.0,21924.0,36546.0,11232.0,12.4,0.0,51.3,13.2,26.4,9.1,0.0,0.0,0.0,81.8,4.2,14.1,0.0,41.6,197,96.4,0.0,3.6,0.0,10.9
36047028502,Kings,Brooklyn,2626,1054,1572,42.9,0.5,53.0,0.0,3.7,1962,15135.0,3217.0,11027.0,2675.0,50.0,81.7,20.0,46.3,28.5,0.0,5.2,8.2,2.1,72.2,17.5,0.0,0.0,50.1,629,89.5,10.5,0.0,0.0,28.4
36047028600,Kings,Brooklyn,4692,2482,2210,19.9,49.3,4.0,0.0,26.8,2978,43828.0,14396.0,26023.0,5406.0,23.9,26.8,36.9,21.5,21.4,9.5,10.7,26.7,6.1,64.6,1.2,1.4,0.0,53.4,2121,79.8,12.5,7.6,0.0,4.2
36047028700,Kings,Brooklyn,2774,1154,1620,19.2,11.2,60.2,0.0,8.1,1973,30755.0,6763.0,18375.0,3079.0,25.5,29.5,34.7,37.9,15.7,4.9,6.9,14.3,3.8,57.6,4.5,12.8,7.0,38.9,1186,73.9,14.7,11.5,0.0,12.1
36047028800,Kings,Brooklyn,3495,1935,1560,21.2,40.7,0.2,0.0,34.8,1721,41786.0,5628.0,21084.0,4274.0,22.0,40.2,21.2,27.3,22.7,8.0,20.8,16.6,5.5,66.2,11.4,0.0,0.4,43.5,1666,95.0,1.6,3.4,0.0,5.6
36047028900,Kings,Brooklyn,3408,1473,1935,22.6,10.1,64.0,0.0,2.2,2215,39570.0,11236.0,20055.0,3215.0,28.5,35.0,28.8,24.8,33.3,5.7,7.3,6.8,2.5,82.9,3.2,1.4,3.1,44.7,1329,78.5,19.0,2.6,0.0,25.8
36047029000,Kings,Brooklyn,4017,1839,2178,10.7,64.9,0.4,0.0,23.8,2623,45179.0,8920.0,23620.0,3706.0,21.3,50.9,32.4,17.5,28.0,11.6,10.5,27.3,2.4,60.8,4.6,3.1,1.8,51.4,1894,85.5,10.3,4.2,0.0,9.6
36047029100,Kings,Brooklyn,2843,1238,1605,12.4,10.2,74.6,1.2,0.9,2179,35521.0,17587.0,23234.0,3369.0,14.1,16.0,39.8,20.5,21.5,9.5,8.7,21.0,2.4,67.5,0.9,2.5,5.7,48.9,1246,71.0,17.3,11.7,0.0,20.8
36047029200,Kings,Brooklyn,2540,1169,1371,16.3,51.9,3.2,0.0,27.1,1491,42740.0,8813.0,21728.0,3007.0,21.1,27.8,28.7,25.8,29.1,7.8,8.6,23.0,2.4,64.1,5.0,2.9,2.5,49.8,1098,81.9,12.7,5.5,0.0,9.3
36047029300,Kings,Brooklyn,3426,1302,2124,22.8,3.4,64.2,1.5,0.3,2388,30479.0,3309.0,22413.0,5269.0,28.3,41.2,43.7,21.9,24.9,3.7,5.8,13.9,1.1,74.3,5.8,1.4,3.5,39.8,1255,69.3,23.3,7.3,0.0,20.1
36047029400,Kings,Brooklyn,2489,1081,1408,10.8,57.3,5.8,0.0,24.7,1844,53625.0,11283.0,20920.0,2415.0,22.4,13.5,23.8,27.7,26.7,10.9,10.9,17.9,3.5,70.6,5.8,0.7,1.6,46.8,925,90.7,4.8,4.5,0.0,11.4
36047029500,Kings,Brooklyn,3803,1699,2104,9.0,18.4,72.2,0.0,0.0,2702,54276.0,9409.0,32133.0,3226.0,23.6,37.8,46.9,25.4,21.1,1.0,5.6,19.1,1.4,70.0,3.8,0.0,5.6,40.3,2106,72.7,22.7,4.6,0.0,6.0
36047029600,Kings,Brooklyn,5711,2569,3142,5.6,54.4,1.1,0.0,35.6,3809,44875.0,24248.0,24930.0,4430.0,15.6,16.9,37.2,21.8,25.1,8.5,7.4,22.6,7.3,62.3,4.8,2.3,0.7,43.6,2469,83.4,13.0,3.6,0.0,9.4
36047029700,Kings,Brooklyn,3969,1862,2107,6.0,7.0,77.0,0.0,3.6,3007,50260.0,10330.0,28085.0,4648.0,32.2,53.6,45.5,27.9,17.0,2.4,7.2,20.3,2.9,59.9,5.6,3.4,7.9,39.9,1687,71.7,23.2,4.4,0.7,19.3
36047029800,Kings,Brooklyn,3871,1892,1979,16.6,56.4,0.0,0.0,24.7,2104,55938.0,10588.0,33834.0,12210.0,11.1,21.0,35.0,15.4,21.9,13.8,14.0,26.6,12.6,51.9,6.0,1.8,1.1,40.8,1816,82.2,12.8,5.0,0.0,5.5
36047029900,Kings,Brooklyn,2663,1185,1478,15.4,1.8,78.2,0.2,3.1,1605,22734.0,6817.0,12150.0,1785.0,47.2,59.1,28.3,32.7,28.0,6.4,4.6,16.9,1.0,65.0,5.9,4.1,7.2,40.7,782,78.1,18.9,2.9,0.0,16.4
36047030000,Kings,Brooklyn,4048,1871,2177,13.1,32.3,0.0,0.0,54.6,2069,64615.0,14906.0,25392.0,4816.0,15.0,16.8,29.8,18.6,23.9,9.1,18.6,27.5,3.0,60.1,7.6,1.8,0.0,44.7,1874,84.4,11.1,4.5,0.0,5.3
36047030100,Kings,Brooklyn,2752,1176,1576,7.3,2.3,81.9,0.0,7.2,1831,44911.0,16071.0,22181.0,4269.0,23.4,36.5,20.9,34.4,29.2,6.0,9.5,26.1,0.0,59.7,12.5,0.0,1.6,40.3,1014,63.3,33.0,3.6,0.0,18.5
36047030200,Kings,Brooklyn,4355,2249,2106,8.1,29.5,0.6,0.0,61.1,2662,60370.0,15348.0,25458.0,3876.0,15.8,16.8,37.4,25.1,15.4,6.2,15.8,21.3,8.3,62.2,4.8,1.3,2.1,47.5,1873,84.9,12.5,2.1,0.5,11.9
36047030300,Kings,Brooklyn,5018,1964,3054,16.4,0.8,81.1,0.1,0.8,2649,19696.0,7336.0,11493.0,1759.0,53.3,73.4,17.4,43.9,27.0,4.2,7.4,13.8,3.9,77.9,2.1,0.0,2.3,46.3,1533,78.1,19.8,1.0,1.1,16.9
36047030400,Kings,Brooklyn,3742,1800,1942,7.3,49.3,1.0,0.0,40.9,2394,37837.0,8685.0,20304.0,2188.0,21.3,28.0,39.3,19.2,22.2,8.6,10.8,21.4,5.4,64.7,4.6,2.8,1.3,46.9,1420,82.9,7.8,9.3,0.0,9.2
36047030500,Kings,Brooklyn,5951,2731,3220,14.8,38.5,37.9,0.4,6.5,4773,65701.0,15104.0,34188.0,2353.0,19.3,19.3,55.6,16.2,21.4,1.6,5.2,6.8,1.7,79.2,3.5,6.5,2.3,42.0,3686,78.7,13.5,7.9,0.0,7.0
36047030600,Kings,Brooklyn,2029,984,1045,7.9,47.1,0.3,0.0,42.9,1275,60132.0,30964.0,24224.0,3425.0,22.9,42.4,27.7,22.9,33.1,8.9,7.4,31.7,7.0,52.8,7.0,0.7,0.7,40.9,812,88.3,10.1,1.6,0.0,7.5
36047030700,Kings,Brooklyn,4304,1652,2652,23.2,1.9,73.0,0.0,1.0,2614,24706.0,7445.0,15711.0,2352.0,37.3,38.3,27.9,32.5,28.9,3.5,7.2,22.7,1.5,66.6,4.9,2.2,2.1,43.2,1719,79.1,20.9,0.0,0.0,13.2
36047030800,Kings,Brooklyn,1898,949,949,17.5,67.4,1.2,0.0,12.4,1279,50189.0,15307.0,25006.0,3359.0,17.9,26.3,27.6,21.4,20.5,10.6,19.9,25.4,6.0,64.0,4.7,0.0,0.0,56.4,926,80.0,15.8,4.2,0.0,7.2
36047030900,Kings,Brooklyn,2134,1164,970,14.4,2.1,72.9,0.0,8.0,1161,29375.0,5851.0,16396.0,4610.0,40.6,57.1,17.7,29.9,28.8,13.2,10.3,12.7,3.9,71.2,10.8,0.0,1.4,43.6,812,89.3,10.7,0.0,0.0,11.4
36047031100,Kings,Brooklyn,2805,1138,1667,14.8,8.8,73.0,0.0,0.0,1795,41683.0,10342.0,22102.0,3464.0,29.4,31.6,33.4,28.0,25.6,7.8,5.2,10.9,3.7,79.6,3.5,0.0,2.3,40.7,1165,78.6,18.2,3.2,0.0,9.8
36047031300,Kings,Brooklyn,4242,2044,2198,8.6,5.7,83.0,0.0,0.7,2882,34817.0,7142.0,26973.0,5523.0,26.7,36.0,36.7,23.8,19.2,10.2,10.1,20.0,0.6,64.1,3.1,2.1,10.2,43.8,1783,60.5,30.3,8.1,1.0,8.2
36047031400,Kings,Brooklyn,4409,1878,2531,7.6,70.1,1.0,0.0,21.3,3334,40486.0,9759.0,26636.0,4098.0,20.7,33.2,41.4,15.5,25.0,6.9,11.2,40.3,2.5,51.3,4.8,0.0,1.0,43.0,1783,78.9,16.0,5.0,0.0,8.6
36047031500,Kings,Brooklyn,4798,2327,2471,7.7,22.0,65.5,0.0,1.4,3168,54113.0,4593.0,30708.0,4875.0,26.1,45.8,51.5,16.9,13.9,5.4,12.4,6.9,0.2,76.8,1.0,4.8,10.4,46.2,2605,76.3,10.8,12.9,0.0,16.8
36047031701,Kings,Brooklyn,3262,1432,1830,4.0,21.0,66.0,0.0,6.7,2308,50205.0,9433.0,31517.0,5512.0,16.5,19.8,37.0,29.3,26.0,1.9,5.8,12.3,2.1,68.5,6.9,5.9,4.3,41.8,2076,79.8,14.8,5.4,0.0,8.7
36047031702,Kings,Brooklyn,3857,1692,2165,17.8,17.9,57.3,0.0,3.6,2718,53111.0,10450.0,27904.0,3373.0,19.3,25.9,36.5,30.8,22.6,6.1,4.0,9.3,1.6,76.5,4.0,4.2,4.3,42.8,2166,78.6,16.3,5.1,0.0,11.9
36047031900,Kings,Brooklyn,3782,1895,1887,8.2,22.3,68.8,0.0,0.2,2091,40744.0,7181.0,18929.0,3843.0,29.5,53.2,34.1,18.6,29.6,8.5,9.2,15.2,1.9,69.5,11.2,0.0,2.2,35.9,1409,73.9,18.3,7.8,0.0,19.5
36047032100,Kings,Brooklyn,5897,2777,3120,12.1,12.4,68.3,0.0,2.6,3349,41094.0,6657.0,23368.0,6945.0,23.4,18.4,30.3,33.2,24.4,3.9,8.3,8.8,0.3,82.5,4.0,3.0,1.5,39.0,2669,83.7,12.6,3.7,0.0,12.5
36047032300,Kings,Brooklyn,3835,1681,2154,13.6,10.0,67.0,0.0,2.3,2478,53851.0,7673.0,26225.0,4034.0,16.0,19.6,38.8,28.9,21.4,3.2,7.7,12.7,3.8,67.8,10.7,0.5,4.4,40.3,1923,68.5,25.5,6.0,0.0,16.5
36047032500,Kings,Brooklyn,6446,2868,3578,7.8,7.3,82.3,1.6,0.7,4515,43245.0,6238.0,24032.0,4602.0,18.2,29.0,25.7,36.5,23.5,6.6,7.7,18.1,0.0,70.6,7.1,1.0,3.1,42.9,3354,77.1,16.8,6.0,0.0,14.7
36047032600,Kings,Brooklyn,6947,2828,4119,37.1,14.9,33.3,0.4,13.0,4330,20833.0,3071.0,12587.0,2151.0,40.7,45.3,18.0,34.7,18.3,10.9,18.1,17.5,1.6,66.8,12.7,0.2,1.2,43.5,2171,78.9,18.4,2.6,0.0,21.7
36047032700,Kings,Brooklyn,2501,1155,1346,18.4,12.2,63.2,2.4,1.6,1866,47153.0,14984.0,35028.0,7732.0,20.6,37.1,40.5,27.9,18.3,8.0,5.2,19.5,2.2,66.7,5.5,4.0,2.0,43.7,1392,74.1,19.0,6.9,0.0,11.5
36047032800,Kings,Brooklyn,2621,1371,1250,13.8,9.7,39.6,1.7,34.2,1914,45357.0,15745.0,34860.0,25619.0,24.7,25.7,27.0,26.1,22.5,6.8,17.7,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076,64.1,34.4,1.5,0.0,19.8
36047032900,Kings,Brooklyn,5783,2581,3202,14.1,25.7,57.8,0.0,0.0,3443,47578.0,23692.0,22164.0,3774.0,19.7,12.9,34.8,26.5,14.8,13.8,10.2,24.7,6.4,59.6,5.8,0.0,3.5,52.1,2290,86.4,10.5,3.1,0.0,23.0
36047033000,Kings,Brooklyn,4634,2085,2549,29.3,18.8,45.6,0.0,6.3,3009,23007.0,5427.0,16528.0,4396.0,41.3,49.8,27.8,32.6,20.0,8.4,11.3,17.5,5.0,68.7,7.4,1.4,0.0,55.1,1327,73.8,25.3,0.9,0.0,27.7
36047033100,Kings,Brooklyn,4378,2302,2076,6.9,58.2,34.3,0.0,0.0,2744,39301.0,6317.0,17347.0,2119.0,14.3,13.1,40.3,31.6,21.0,3.6,3.5,15.0,2.7,37.9,35.5,0.0,8.8,34.9,1912,72.5,14.0,13.5,0.0,13.3
36047033300,Kings,Brooklyn,4719,2469,2250,2.9,66.8,27.7,0.0,0.0,2622,44608.0,5404.0,15247.0,2060.0,15.2,12.7,43.8,21.3,25.8,3.2,5.9,22.4,0.8,44.2,28.7,1.9,2.0,30.9,1602,85.9,13.0,1.1,0.0,9.1
36047033500,Kings,Brooklyn,3115,1627,1488,9.3,59.7,27.0,0.0,3.9,1753,61164.0,11126.0,18792.0,2536.0,16.4,21.3,42.1,16.3,28.8,5.8,7.0,22.3,5.1,53.1,17.4,0.7,1.4,36.7,1082,76.4,12.5,10.6,0.5,11.2
36047033600,Kings,Brooklyn,4008,2036,1972,10.2,74.5,7.3,0.0,6.4,2522,62649.0,10353.0,28423.0,3849.0,11.0,4.7,43.1,25.0,19.7,5.8,6.4,41.0,9.5,36.2,5.1,2.5,5.6,46.3,1830,81.1,11.4,7.5,0.0,11.0
36047033700,Kings,Brooklyn,3818,1955,1863,12.4,36.9,48.1,0.0,2.1,2356,48114.0,11306.0,21927.0,4625.0,18.5,16.9,31.1,23.6,26.1,7.4,11.8,15.5,2.5,64.7,9.4,3.0,5.0,41.6,1695,84.4,8.8,6.8,0.0,9.8
36047033900,Kings,Brooklyn,4495,2227,2268,7.5,16.6,69.6,0.0,2.6,2553,34231.0,8860.0,19445.0,2263.0,32.4,46.6,35.2,27.8,21.5,6.7,8.7,10.5,6.1,72.9,7.8,0.7,2.0,40.5,1925,74.4,15.8,9.3,0.5,9.9
36047034000,Kings,Brooklyn,2166,901,1265,17.9,36.2,38.8,0.0,6.1,1767,17574.0,5311.0,12103.0,1385.0,41.0,42.9,8.8,35.4,25.8,5.8,24.2,22.1,1.9,68.8,7.3,0.0,0.0,49.8,480,73.5,23.8,2.7,0.0,17.7
36047034100,Kings,Brooklyn,2803,1443,1360,10.1,10.4,73.3,0.0,0.0,1898,50417.0,7767.0,24829.0,3885.0,17.6,32.8,37.1,16.4,31.8,6.2,8.6,19.6,2.3,68.2,4.8,4.0,1.0,40.1,1398,69.4,18.8,10.4,1.4,5.0
36047034200,Kings,Brooklyn,5748,2351,3397,22.7,31.7,36.6,0.0,4.5,4410,16656.0,2291.0,16371.0,6098.0,40.7,54.0,18.4,39.7,29.7,3.9,8.3,17.3,11.5,59.1,9.8,0.0,2.2,48.9,1355,84.1,15.9,0.0,0.0,25.3
36047034300,Kings,Brooklyn,5097,2232,2865,31.6,2.9,58.4,1.2,4.3,3174,25019.0,2841.0,19896.0,6025.0,29.2,33.1,27.5,32.7,17.0,5.9,16.9,14.3,5.9,70.7,4.4,0.0,4.7,41.5,1684,80.2,15.4,4.4,0.0,14.6
36047034500,Kings,Brooklyn,2899,1052,1847,6.7,4.9,87.4,0.0,1.0,1669,31701.0,8934.0,17753.0,3856.0,34.5,57.0,30.1,30.0,26.1,9.5,4.3,17.0,5.6,62.9,12.0,2.5,0.0,40.9,1036,70.9,19.8,9.3,0.0,15.8
36047034700,Kings,Brooklyn,3326,1573,1753,14.9,1.3,83.6,0.0,0.3,2122,29114.0,21218.0,19061.0,3632.0,35.3,44.8,20.0,40.0,22.8,7.6,9.6,9.3,5.6,73.6,5.1,0.9,5.6,42.3,1402,64.6,29.6,5.1,0.7,12.9
36047034800,Kings,Brooklyn,2185,1086,1099,40.8,38.0,2.2,0.0,19.1,1099,46346.0,23463.0,20040.0,3593.0,29.8,53.1,21.2,31.4,22.1,10.7,14.6,13.8,3.0,57.7,17.1,2.7,5.6,43.9,1141,81.6,3.2,15.2,0.0,12.2
36047034900,Kings,Brooklyn,5297,2413,2884,11.5,4.3,81.6,0.2,0.7,2783,29754.0,5742.0,16761.0,3389.0,31.5,39.3,11.9,38.6,28.2,9.1,12.2,11.0,2.5,78.9,5.1,1.0,1.5,43.0,2344,74.7,12.6,11.8,0.9,9.3
36047035000,Kings,Brooklyn,2806,1083,1723,0.6,96.6,0.0,0.0,1.6,2340,30889.0,11175.0,20496.0,2282.0,21.9,17.5,27.0,31.9,23.3,8.0,9.8,23.4,5.7,51.2,14.5,5.2,0.0,36.7,1272,80.0,15.6,4.4,0.0,12.9
36047035100,Kings,Brooklyn,4437,1602,2835,13.4,15.5,59.4,0.0,2.1,2436,24519.0,11396.0,14676.0,2699.0,38.1,52.9,18.6,42.7,27.9,2.7,8.2,7.1,1.0,74.8,15.4,0.0,1.7,42.0,1765,85.0,9.5,5.6,0.0,12.9
36047035200,Kings,Brooklyn,1035,453,582,15.6,61.9,19.7,0.6,1.1,867,11011.0,1485.0,12823.0,1058.0,51.6,92.0,12.6,51.5,12.6,23.3,0.0,7.8,4.9,79.6,0.0,0.0,7.8,49.2,103,72.8,18.4,4.9,3.9,0.0
36047035300,Kings,Brooklyn,5140,2078,3062,13.9,20.0,60.8,0.0,1.8,3314,39934.0,8886.0,20874.0,3056.0,21.8,16.9,31.8,31.7,21.7,4.8,10.0,13.1,3.8,65.2,5.7,6.2,5.9,42.7,2529,71.0,15.1,13.6,0.3,6.9
36047035400,Kings,Brooklyn,5373,2235,3138,5.0,93.8,0.7,0.0,0.0,4699,53158.0,13323.0,35382.0,5158.0,8.6,0.0,41.8,16.4,30.3,4.8,6.6,25.9,5.2,50.1,12.7,2.8,3.4,41.0,2761,77.3,18.2,4.5,0.0,8.4
36047035500,Kings,Brooklyn,5620,2441,3179,12.3,10.9,75.6,0.0,0.0,3409,39850.0,13650.0,17934.0,2549.0,21.5,22.4,20.0,37.2,29.4,8.4,5.0,16.0,2.3,65.3,11.1,3.0,2.4,42.6,2569,72.6,24.7,2.7,0.0,8.9
36047035601,Kings,Brooklyn,2592,1284,1308,0.4,98.8,0.7,0.0,0.0,2366,35954.0,17123.0,27909.0,5090.0,17.4,0.0,45.5,23.0,12.7,4.6,14.3,35.3,3.1,55.2,6.3,0.0,0.0,36.4,1002,77.7,20.7,1.6,0.0,12.1
36047035602,Kings,Brooklyn,4835,1943,2892,2.5,95.0,0.9,0.0,1.6,3674,32348.0,10821.0,29411.0,3727.0,17.7,10.8,40.4,21.4,22.7,1.7,13.8,30.6,9.7,49.4,7.5,0.0,2.9,45.0,2061,82.4,13.1,4.4,0.0,4.7
36047035700,Kings,Brooklyn,2499,893,1606,17.8,2.6,75.8,0.5,0.2,1282,21227.0,4769.0,13215.0,3490.0,55.1,67.3,26.7,36.6,23.2,4.3,9.2,10.7,4.1,78.3,5.1,0.0,1.7,43.2,845,84.3,12.5,3.2,0.0,15.1
36047035900,Kings,Brooklyn,5213,2236,2977,10.4,0.2,88.6,0.0,0.6,3233,30898.0,6354.0,16884.0,2603.0,46.4,58.2,22.2,46.8,14.0,7.2,9.7,20.9,3.7,64.5,5.0,2.0,3.9,45.5,1965,84.0,13.9,2.1,0.0,18.4
36047036001,Kings,Brooklyn,2899,1265,1634,2.2,94.2,1.2,0.3,0.2,2287,22384.0,4353.0,30904.0,7146.0,32.9,37.0,34.1,17.9,24.8,14.1,9.1,16.2,11.9,53.9,16.1,0.0,2.0,45.1,1088,71.8,20.9,7.4,0.0,12.9
36047036002,Kings,Brooklyn,3975,1582,2393,6.3,86.2,0.4,0.0,4.1,2235,18738.0,7454.0,18616.0,4124.0,39.4,33.3,31.1,38.6,14.5,2.1,13.7,13.5,0.8,58.8,17.2,2.2,7.5,50.3,1496,93.3,3.5,3.2,0.0,12.0
36047036100,Kings,Brooklyn,2375,1167,1208,19.0,1.4,76.8,0.0,2.1,1498,26936.0,5954.0,24003.0,14837.0,29.5,14.7,14.9,36.7,26.4,12.6,9.3,8.2,0.0,86.3,5.5,0.0,0.0,52.7,784,71.0,19.1,9.8,0.0,20.9
36047036200,Kings,Brooklyn,3345,1701,1644,35.4,37.2,0.9,2.0,23.6,1281,28750.0,8032.0,17510.0,3263.0,40.9,51.8,21.7,30.5,22.5,8.3,16.9,16.2,0.9,50.4,27.6,3.7,1.2,40.1,1358,87.8,8.8,3.5,0.0,12.4
36047036300,Kings,Brooklyn,4076,1767,2309,14.0,1.8,80.9,0.0,0.0,2299,29741.0,8057.0,18138.0,3164.0,20.9,23.6,27.2,30.2,28.0,12.2,2.5,14.0,4.0,71.1,7.2,0.7,3.1,52.8,1679,68.9,27.0,4.2,0.0,8.0
36047036400,Kings,Brooklyn,2077,1095,982,11.0,60.7,2.1,0.0,25.1,1144,33750.0,15510.0,22610.0,4547.0,22.5,24.3,25.8,28.1,17.3,11.2,17.6,11.0,11.2,54.1,19.4,1.0,3.3,38.7,958,84.0,11.0,5.0,0.0,13.3
36047036501,Kings,Brooklyn,2677,1247,1430,8.8,4.5,86.5,0.0,0.0,1677,39019.0,3833.0,19021.0,2888.0,19.7,32.0,18.7,40.6,22.3,5.7,12.8,14.8,3.2,67.0,5.9,1.5,7.7,44.9,1150,64.6,33.4,2.0,0.0,14.1
36047036502,Kings,Brooklyn,1164,681,483,32.1,2.9,63.7,0.0,0.6,786,27364.0,24430.0,24827.0,13992.0,35.1,43.8,18.9,30.2,26.3,19.8,4.7,24.8,3.9,60.4,2.7,4.5,3.6,40.0,338,76.0,20.7,3.3,0.0,22.5
36047036600,Kings,Brooklyn,4702,2270,2432,24.5,44.9,3.5,0.0,25.6,2293,36487.0,5549.0,16724.0,2088.0,31.3,44.4,23.3,30.6,15.4,11.6,19.1,19.3,6.4,52.5,17.9,2.4,1.5,42.8,1802,80.5,15.8,3.7,0.0,5.0
36047036700,Kings,Brooklyn,1426,682,744,31.5,3.8,59.1,0.0,1.0,918,51140.0,12786.0,19544.0,2871.0,17.3,13.8,34.6,27.7,27.4,5.0,5.3,22.8,4.9,60.9,9.4,1.1,0.9,45.4,664,77.7,20.6,1.7,0.0,3.9
36047036900,Kings,Brooklyn,4839,2299,2540,28.9,4.6,65.2,0.0,0.6,2448,31059.0,5566.0,14719.0,2211.0,33.9,38.3,24.3,30.6,24.7,6.0,14.4,15.9,0.9,71.0,3.6,2.6,6.1,46.6,1811,78.4,17.7,3.9,0.0,10.3
36047037000,Kings,Brooklyn,4074,1945,2129,4.8,64.8,0.0,1.2,24.8,2740,66836.0,8564.0,35190.0,5213.0,12.6,15.6,45.9,11.5,23.5,10.8,8.3,38.4,7.5,45.8,5.9,0.0,2.3,43.8,1947,77.6,19.1,3.4,0.0,4.5
36047037100,Kings,Brooklyn,4705,2262,2443,16.7,1.9,78.0,0.0,2.7,2856,46641.0,12012.0,22591.0,4725.0,23.5,34.4,33.1,28.2,19.9,6.4,12.4,26.3,4.3,64.8,2.7,1.8,0.0,41.4,2100,82.8,13.0,4.2,0.0,11.7
36047037300,Kings,Brooklyn,4110,1746,2364,24.4,8.2,63.1,0.2,1.5,2708,29057.0,3619.0,17291.0,3171.0,34.1,41.8,32.3,26.7,23.4,6.5,11.2,24.3,2.9,65.6,2.5,0.5,4.2,43.2,1516,71.0,25.3,3.7,0.0,10.5
36047037401,Kings,Brooklyn,4174,1933,2241,3.7,84.1,0.6,2.1,8.7,2890,51857.0,9598.0,33823.0,7093.0,10.2,9.2,39.1,16.1,17.3,10.0,17.5,21.9,11.0,48.9,10.3,6.9,0.9,43.4,1661,67.3,19.4,13.2,0.0,8.3
36047037402,Kings,Brooklyn,4668,1974,2694,11.1,69.3,4.8,0.0,13.9,2827,30449.0,7255.0,23674.0,5879.0,21.7,21.2,27.4,18.6,18.9,15.5,19.6,23.2,2.7,53.9,18.3,0.0,1.9,47.3,1894,69.9,23.0,7.1,0.0,8.6
36047037500,Kings,Brooklyn,3129,1468,1661,17.6,17.0,56.1,0.0,7.5,2000,45573.0,7523.0,21435.0,3410.0,25.2,27.0,38.5,24.6,18.2,10.4,8.3,15.5,2.5,65.7,6.0,1.4,9.1,47.9,1469,78.1,19.9,2.0,0.0,15.3
36047037700,Kings,Brooklyn,4240,1832,2408,20.3,10.1,67.1,0.0,1.1,3084,40272.0,5292.0,25055.0,3289.0,25.7,46.5,40.7,18.4,27.9,3.0,9.9,15.9,5.4,66.2,2.7,3.6,6.2,43.3,2036,77.6,16.0,6.4,0.0,11.4
36047037900,Kings,Brooklyn,3537,1619,1918,9.5,6.3,83.9,0.0,0.0,2422,40412.0,9880.0,21676.0,3633.0,30.8,42.5,33.3,33.6,21.8,6.2,5.1,21.5,0.0,74.3,2.1,1.0,1.2,43.5,1639,78.0,20.1,1.8,0.0,11.5
36047038100,Kings,Brooklyn,5550,2313,3237,10.5,4.0,84.3,0.0,0.0,3810,27885.0,5749.0,15994.0,2184.0,30.6,41.2,26.4,27.8,27.0,9.6,9.3,28.6,0.4,61.6,5.0,3.1,1.4,39.0,2091,76.8,19.6,3.6,0.0,14.7
36047038200,Kings,Brooklyn,5786,2429,3357,24.8,9.1,41.2,0.0,22.0,3859,17308.0,5565.0,11590.0,1565.0,42.8,54.4,25.0,35.1,23.4,6.6,9.9,15.2,6.2,68.0,9.6,1.1,0.0,52.1,2039,80.8,12.0,7.2,0.0,17.2
36047038300,Kings,Brooklyn,4655,2004,2651,12.2,2.0,83.1,0.0,0.0,2862,48712.0,16204.0,24634.0,3049.0,15.4,14.6,29.6,28.9,28.8,5.4,7.4,15.7,0.9,72.9,5.7,2.2,2.5,42.9,1993,75.5,16.5,8.0,0.0,9.2
36047038500,Kings,Brooklyn,3364,1599,1765,20.4,7.3,68.1,0.0,2.4,2548,39141.0,14250.0,20270.0,3131.0,29.4,34.5,31.2,31.1,25.7,8.2,3.8,19.9,1.2,63.8,5.9,5.1,4.1,41.4,1418,61.1,31.2,7.7,0.0,17.6
36047038600,Kings,Brooklyn,3622,1857,1765,17.4,40.8,0.1,0.0,41.2,2039,44766.0,14654.0,20397.0,3319.0,20.0,36.4,22.7,26.0,27.3,14.6,9.4,31.1,10.7,52.0,0.0,3.9,2.3,39.2,1548,75.4,18.1,5.9,0.6,9.2
36047038700,Kings,Brooklyn,4058,1986,2072,22.9,7.4,62.1,0.3,7.1,2626,36430.0,4516.0,20643.0,5193.0,29.3,38.9,31.4,26.5,22.4,4.7,14.9,11.0,1.2,70.5,5.9,4.8,6.6,45.5,1537,73.1,16.0,10.9,0.0,20.1
